ClubDimKey,ClubTeamName,Sport,CompetitionLevel,SurfaceType
12336,Saint Christellenec BC,Basketball,Professional,Outdoor Court
12337,Port Clive AC,Athletics,Professional,Indoor Track
12338,Donaueschingen Tennis Club,Tennis,Professional,Hard Court
12339,Picard-sur-Mer Boxing Club,Boxing,Amateur,Gym Floor
12340,Alitown AC,Athletics,Amateur,Field
12341,Brognaturo BC,Boxing,Amateur,Ring
12342,Calau Boxing Club,Boxing,Professional,Training Mat
12343,Neu-Ulm Tennis Club,Tennis,Professional,Grass
12344,North Jakefurt Track Club,Athletics,Amateur,Track
12345,Mombarone City,Football,Amateur,Indoor Court
12346,Sigmaringen Gym,Boxing,Amateur,Ring
12347,Valladolid AC,Athletics,Amateur,Field
12348,Cáceres BC,Basketball,Amateur,Outdoor Court
12349,Licodia Eubea Academy,Tennis,Amateur,Grass
12350,Heinsberg Hoops,Basketball,Amateur,Indoor Court
12351,Paupisi Academy,Tennis,Professional,Clay
12352,Techer Tennis Club,Tennis,Amateur,Clay
12353,Saint RenéeVille United,Football,Amateur,Artificial Turf
12354,Bad Mergentheim BC,Basketball,Amateur,Indoor Court
12355,New Raymond City,Football,Amateur,Artificial Turf
12356,Albaretto Della Torre City,Football,Professional,Grass
12357,Guadalajara Gym,Boxing,Professional,Gym Floor
12358,New Chelsea Stars,Basketball,Amateur,Indoor Court
12359,Saint Catherine BC,Basketball,Professional,Wooden Floor
12360,Málaga Athletic Club,Athletics,Professional,Indoor Track
12361,South Shaunfurt Athletic Club,Athletics,Amateur,Field
12362,West Lawrence Track Club,Athletics,Amateur,Field
12363,Sonneberg BC,Boxing,Amateur,Training Mat
12364,Baselice Hoops,Basketball,Amateur,Outdoor Court
12365,Lebreton Stars,Basketball,Amateur,Outdoor Court
12366,Tessier Athletic Club,Athletics,Professional,Track
12367,Plauen Track Club,Athletics,Amateur,Road
12368,Ritaton Hoops,Basketball,Amateur,Wooden Floor
12369,Tonnarella United,Football,Amateur,Artificial Turf
12370,Anguillara Sabazia City,Football,Professional,Artificial Turf
12371,Ameliaview Hoops,Basketball,Professional,Indoor Court
12372,South Charlottefort Tennis Club,Tennis,Amateur,Hard Court
12373,Neustadt am Rübenberge Stars,Basketball,Amateur,Outdoor Court
12374,Tarcento Athletic Club,Athletics,Amateur,Field
12375,Weißenbach BC,Boxing,Amateur,Ring
12376,Gonzalez Athletic,Football,Professional,Artificial Turf
12377,Marion United,Football,Amateur,Grass
12378,Guben Tennis Club,Tennis,Amateur,Grass
12379,Samson-les-Bains Boxing Club,Boxing,Amateur,Gym Floor
12380,Altentreptow TC,Tennis,Professional,Hard Court
12381,Cáceres Hoops,Basketball,Professional,Indoor Court
12382,San Giacomo Vercellese TC,Tennis,Professional,Hard Court
12383,Jaychester Stars,Basketball,Amateur,Indoor Court
12384,Ceuta Hoops,Basketball,Amateur,Wooden Floor
12385,South Beth Tennis Club,Tennis,Amateur,Clay
12386,Pontevedra TC,Tennis,Amateur,Indoor Court
12387,Moers Basketball Club,Basketball,Amateur,Wooden Floor
12388,Gifhorn Hoops,Basketball,Amateur,Outdoor Court
12389,Chilivani Gym,Boxing,Amateur,Ring
12390,Diasboeuf Tennis Club,Tennis,Professional,Hard Court
12391,Guipúzcoa TC,Tennis,Amateur,Grass
12392,Roccarainola Athletic,Football,Amateur,Indoor Court
12393,Lemaître FC,Football,Professional,Indoor Court
12394,Villa Biscossi AC,Athletics,Amateur,Field
12395,Sainte Aurore AC,Athletics,Amateur,Track
12396,Scala Coeli TC,Tennis,Amateur,Clay
12397,Teruel BC,Basketball,Professional,Outdoor Court
12398,Tarragona Academy,Tennis,Amateur,Clay
12399,Saint Océane-les-Bains City,Football,Professional,Grass
12400,Stevensbury Gym,Boxing,Amateur,Ring
12401,Staffelstein AC,Athletics,Professional,Road
12402,Canzano FC,Football,Professional,Artificial Turf
12403,Salza Irpina Track Club,Athletics,Amateur,Road
12404,Neu-Ulm FC,Football,Amateur,Indoor Court
12405,Auerbach Stars,Basketball,Professional,Indoor Court
12406,West Hughport AC,Athletics,Amateur,Field
12407,Ceuta BC,Basketball,Amateur,Indoor Court
12408,La Fiorana Rovers,Football,Professional,Grass
12409,Schwandorf BC,Basketball,Professional,Outdoor Court
12410,Edwardsfort Athletic,Football,Amateur,Grass
12411,Büsingen am Hochrhein FC,Football,Professional,Grass
12412,Stuttgart TC,Tennis,Amateur,Grass
12413,Palmori Academy,Tennis,Professional,Grass
12414,Rognano Athletic Club,Athletics,Amateur,Track
12415,RocheVille Athletic Club,Athletics,Amateur,Indoor Track
12416,San Pietro Lametino FC,Football,Professional,Artificial Turf
12417,Torres-la-Forêt TC,Tennis,Amateur,Hard Court
12418,Dupuy Tennis Club,Tennis,Amateur,Indoor Court
12419,Bovolenta BC,Basketball,Amateur,Indoor Court
12420,Curtisshire Academy,Tennis,Amateur,Indoor Court
12421,Louis-sur-Mercier Academy,Tennis,Amateur,Clay
12422,Soria Tennis Club,Tennis,Amateur,Hard Court
12423,Labbé-sur-Perrot Academy,Tennis,Amateur,Hard Court
12424,Roger Boxing Club,Boxing,Professional,Gym Floor
12425,West Charlotteside Tennis Club,Tennis,Amateur,Clay
12426,Rochenec BC,Boxing,Professional,Ring
12427,München Athletic,Football,Amateur,Artificial Turf
12428,Soria Rovers,Football,Professional,Grass
12429,Sainte SimoneBourg Gym,Boxing,Professional,Ring
12430,Lugo Gym,Boxing,Amateur,Ring
12431,Fournierdan BC,Basketball,Amateur,Indoor Court
12432,Delannoydan Academy,Tennis,Amateur,Hard Court
12433,Carrollport FC,Football,Professional,Indoor Court
12434,Port Mariaborough Rovers,Football,Amateur,Grass
12435,Sevignano Tennis Club,Tennis,Professional,Clay
12436,Lecomte-la-Forêt BC,Boxing,Amateur,Training Mat
12437,Gratosoglio Boxing Club,Boxing,Amateur,Training Mat
12438,Vallet-la-Forêt Track Club,Athletics,Amateur,Road
12439,Darfo AC,Athletics,Professional,Track
12440,Sarentino Stars,Basketball,Amateur,Indoor Court
12441,Lake Robinland Stars,Basketball,Amateur,Indoor Court
12442,Bernburg BC,Basketball,Amateur,Indoor Court
12443,New Graemeborough AC,Athletics,Amateur,Indoor Track
12444,North Graemeberg Stars,Basketball,Professional,Wooden Floor
12445,Lucas-la-Forêt Stars,Basketball,Amateur,Wooden Floor
12446,Vincent-la-Forêt Gym,Boxing,Amateur,Ring
12447,Torgau Basketball Club,Basketball,Amateur,Outdoor Court
12448,Suhl Stars,Basketball,Professional,Wooden Floor
12449,Leipziger Land FC,Football,Amateur,Artificial Turf
12450,Mira Porte United,Football,Amateur,Indoor Court
12451,Beilngries Tennis Club,Tennis,Amateur,Grass
12452,Piazza Del Galdo Basketball Club,Basketball,Amateur,Wooden Floor
12453,Georges Basketball Club,Basketball,Professional,Wooden Floor
12454,Montaldo Scarampi Athletic Club,Athletics,Amateur,Indoor Track
12455,Rogersfurt FC,Football,Amateur,Grass
12456,Weißwasser TC,Tennis,Amateur,Grass
12457,Gautier-sur-Mer AC,Athletics,Amateur,Field
12458,Dachau TC,Tennis,Professional,Hard Court
12459,Guérinboeuf Track Club,Athletics,Amateur,Road
12460,Pierantonio BC,Boxing,Amateur,Ring
12461,Boulay Basketball Club,Basketball,Amateur,Outdoor Court
12462,Taufers i. Münstertal Tennis Club,Tennis,Amateur,Grass
12463,Christophershire Basketball Club,Basketball,Amateur,Outdoor Court
12464,Castelfirmiano Rovers,Football,Amateur,Grass
12465,Richardsonmouth United,Football,Amateur,Artificial Turf
12466,AllainVille Basketball Club,Basketball,Professional,Indoor Court
12467,Hughburgh Academy,Tennis,Amateur,Clay
12468,New Stephanie City,Football,Professional,Indoor Court
12469,Bad Langensalza BC,Boxing,Amateur,Ring
12470,East Lewishaven Gym,Boxing,Amateur,Training Mat
12471,South Gailberg AC,Athletics,Amateur,Road
12472,Sant'Atto BC,Boxing,Amateur,Training Mat
12473,Aschaffenburg Academy,Tennis,Amateur,Indoor Court
12474,Ragoli Athletic,Football,Amateur,Grass
12475,PruvostVille Boxing Club,Boxing,Amateur,Gym Floor
12476,Monclassico BC,Basketball,Amateur,Wooden Floor
12477,Port Leanne Academy,Tennis,Amateur,Hard Court
12478,Villa Motta TC,Tennis,Professional,Grass
12479,Chloeton Gym,Boxing,Professional,Ring
12480,Ávila City,Football,Amateur,Indoor Court
12481,Crotta D'Adda Gym,Boxing,Amateur,Ring
12482,Marienberg Academy,Tennis,Amateur,Hard Court
12483,Huesca Rovers,Football,Amateur,Artificial Turf
12484,San Floro Boxing Club,Boxing,Professional,Ring
12485,Hersbruck Boxing Club,Boxing,Amateur,Training Mat
12486,Beilngries AC,Athletics,Amateur,Road
12487,Monnier-sur-Schneider Tennis Club,Tennis,Amateur,Clay
12488,Sangerhausen Athletic Club,Athletics,Professional,Track
12489,Augsburg Boxing Club,Boxing,Amateur,Training Mat
12490,Cannaiola Tennis Club,Tennis,Amateur,Grass
12491,Rémy-sur-Boyer Athletic Club,Athletics,Amateur,Field
12492,Burg FC,Football,Amateur,Indoor Court
12493,Letellierdan Athletic Club,Athletics,Amateur,Field
12494,Belzig United,Football,Professional,Grass
12495,Meppen Athletic,Football,Amateur,Artificial Turf
12496,Strela BC,Basketball,Amateur,Indoor Court
12497,Finsterwalde TC,Tennis,Professional,Hard Court
12498,Lévy Academy,Tennis,Professional,Clay
12499,Gonzalez-sur-Mer Hoops,Basketball,Amateur,Outdoor Court
12500,Freudenstadt Rovers,Football,Amateur,Grass
12501,San Donato Val Di Comino Boxing Club,Boxing,Amateur,Ring
12502,Faibano Athletic Club,Athletics,Amateur,Field
12503,Zamora AC,Athletics,Professional,Indoor Track
12504,LedouxBourg Gym,Boxing,Amateur,Ring
12505,Cádiz Hoops,Basketball,Amateur,Indoor Court
12506,Alicante FC,Football,Amateur,Indoor Court
12507,Aliceside Academy,Tennis,Amateur,Grass
12508,Miesbach Academy,Tennis,Amateur,Indoor Court
12509,Moers Track Club,Athletics,Amateur,Road
12510,Simondan City,Football,Amateur,Artificial Turf
12511,Hernandez-sur-Le Roux Gym,Boxing,Amateur,Gym Floor
12512,Magnano Stars,Basketball,Amateur,Outdoor Court
12513,East Harriet Tennis Club,Tennis,Amateur,Clay
12514,Leclercq Stars,Basketball,Amateur,Wooden Floor
12515,Gadebusch Basketball Club,Basketball,Amateur,Wooden Floor
12516,Kemnath Athletic Club,Athletics,Amateur,Track
12517,West Louise Gym,Boxing,Amateur,Training Mat
12518,Rudolstadt AC,Athletics,Amateur,Track
12519,East Georginaville Stars,Basketball,Amateur,Indoor Court
12520,Bitterfeld Athletic,Football,Professional,Indoor Court
12521,Parchim Boxing Club,Boxing,Amateur,Ring
12522,Perez Track Club,Athletics,Professional,Indoor Track
12523,BarreBourg Hoops,Basketball,Amateur,Indoor Court
12524,Murcia Basketball Club,Basketball,Professional,Wooden Floor
12525,Saint Margauxdan Athletic,Football,Professional,Indoor Court
12526,Prenzlau AC,Athletics,Amateur,Indoor Track
12527,Bremen Track Club,Athletics,Amateur,Track
12528,Cádiz Tennis Club,Tennis,Amateur,Indoor Court
12529,Gotha AC,Athletics,Amateur,Indoor Track
12530,East Carl FC,Football,Amateur,Artificial Turf
12531,Guadalajara Track Club,Athletics,Amateur,Indoor Track
12532,Lleida Tennis Club,Tennis,Amateur,Hard Court
12533,Bitetto Tennis Club,Tennis,Amateur,Indoor Court
12534,East Alice FC,Football,Amateur,Artificial Turf
12535,Louis TC,Tennis,Amateur,Grass
12536,Staffelstein Athletic Club,Athletics,Amateur,Track
12537,Watkinsville Gym,Boxing,Amateur,Training Mat
12538,Pratella Gym,Boxing,Amateur,Gym Floor
12539,Guadalajara Stars,Basketball,Amateur,Outdoor Court
12540,Badajoz Academy,Tennis,Amateur,Clay
12541,Kulmbach Athletic Club,Athletics,Professional,Indoor Track
12542,Karenberg Hoops,Basketball,Amateur,Outdoor Court
12543,Rathenow Gym,Boxing,Amateur,Gym Floor
12544,Bischofswerda Gym,Boxing,Amateur,Ring
12545,Griesbach Rottal United,Football,Professional,Indoor Court
12546,Pagesdan Athletic Club,Athletics,Amateur,Road
12547,Dupré Track Club,Athletics,Amateur,Road
12548,Nördlingen Gym,Boxing,Amateur,Ring
12549,Boutin Gym,Boxing,Amateur,Ring
12550,New Frederick Athletic Club,Athletics,Amateur,Field
12551,Geithain Athletic,Football,Amateur,Grass
12552,Spineto Scrivia Basketball Club,Basketball,Amateur,Indoor Court
12553,Magdeburg AC,Athletics,Amateur,Road
12554,Saint Alexandrie Gym,Boxing,Amateur,Ring
12555,Trecate BC,Boxing,Amateur,Training Mat
12556,Port Kathleen Athletic,Football,Amateur,Indoor Court
12557,North Simon Gym,Boxing,Professional,Gym Floor
12558,Vela TC,Tennis,Professional,Clay
12559,Guipúzcoa United,Football,Amateur,Grass
12560,La Storta Boxing Club,Boxing,Amateur,Ring
12561,Montefalco Tennis Club,Tennis,Professional,Indoor Court
12562,Lagarde Athletic Club,Athletics,Professional,Field
12563,Lesliechester AC,Athletics,Amateur,Track
12564,Vizcaya Gym,Boxing,Professional,Training Mat
12565,Cuenca FC,Football,Amateur,Indoor Court
12566,Segovia Basketball Club,Basketball,Amateur,Indoor Court
12567,Lippstadt Rovers,Football,Amateur,Indoor Court
12568,Palencia Athletic Club,Athletics,Amateur,Road
12569,Bompietro Athletic Club,Athletics,Professional,Field
12570,Lake Gregoryburgh Stars,Basketball,Amateur,Indoor Court
12571,Huelva Athletic Club,Athletics,Professional,Track
12572,León Athletic Club,Athletics,Amateur,Track
12573,Nicolaview TC,Tennis,Amateur,Indoor Court
12574,West Jack Tennis Club,Tennis,Professional,Hard Court
12575,Petit-la-Forêt TC,Tennis,Professional,Clay
12576,North Davidton Tennis Club,Tennis,Amateur,Grass
12577,North Hollyland City,Football,Amateur,Grass
12578,Madrid TC,Tennis,Amateur,Clay
12579,Las Palmas TC,Tennis,Amateur,Grass
12580,Boccadifalco Academy,Tennis,Amateur,Clay
12581,Saint Luc-sur-Mer Track Club,Athletics,Amateur,Indoor Track
12582,South Kim Basketball Club,Basketball,Amateur,Indoor Court
12583,Husum Tennis Club,Tennis,Amateur,Indoor Court
12584,Granada Boxing Club,Boxing,Professional,Training Mat
12585,Zamora Tennis Club,Tennis,Amateur,Grass
12586,Cádiz Tennis Club,Tennis,Professional,Clay
12587,Sainte Alain Gym,Boxing,Amateur,Gym Floor
12588,Melilla BC,Boxing,Amateur,Training Mat
12589,Popestad Track Club,Athletics,Professional,Road
12590,Gallo Di Tagliacozzo FC,Football,Professional,Indoor Court
12591,Rey-sur-Mer United,Football,Amateur,Artificial Turf
12592,Norden AC,Athletics,Amateur,Field
12593,Sainte Eugèneboeuf Athletic Club,Athletics,Professional,Track
12594,Lleida Tennis Club,Tennis,Professional,Clay
12595,Rémy-sur-Guillaume BC,Basketball,Professional,Outdoor Court
12596,Lecontenec Academy,Tennis,Amateur,Grass
12597,East Charlene Stars,Basketball,Amateur,Indoor Court
12598,Peltier Basketball Club,Basketball,Amateur,Indoor Court
12599,Hohenmölsen BC,Boxing,Professional,Ring
12600,Lake Ameliashire United,Football,Amateur,Artificial Turf
12601,Sianmouth Boxing Club,Boxing,Professional,Training Mat
12602,Forst Athletic Club,Athletics,Amateur,Track
12603,West Beverleyport TC,Tennis,Amateur,Indoor Court
12604,North Philip Athletic,Football,Amateur,Grass
12605,Lugo Boxing Club,Boxing,Professional,Training Mat
12606,Lacroix TC,Tennis,Professional,Clay
12607,Ponte Del Colombarone TC,Tennis,Amateur,Clay
12608,Claremouth Athletic Club,Athletics,Amateur,Track
12609,Acquanegra Cremonese Stars,Basketball,Amateur,Indoor Court
12610,Fouquetdan City,Football,Amateur,Artificial Turf
12611,Dorothybury Tennis Club,Tennis,Professional,Clay
12612,Bivio Cumiana City,Football,Professional,Artificial Turf
12613,Sainte Michèle-sur-Mer Academy,Tennis,Amateur,Clay
12614,Durand Basketball Club,Basketball,Amateur,Wooden Floor
12615,Staffelstein AC,Athletics,Amateur,Road
12616,Göppingen TC,Tennis,Amateur,Hard Court
12617,Excenex Academy,Tennis,Amateur,Grass
12618,Vieste United,Football,Amateur,Grass
12619,Vilsbiburg United,Football,Amateur,Grass
12620,Huelva Athletic Club,Athletics,Professional,Indoor Track
12621,Sennori Hoops,Basketball,Amateur,Outdoor Court
12622,Almenno San Bartolomeo Tennis Club,Tennis,Professional,Indoor Court
12623,Begumport United,Football,Professional,Grass
12624,Auger-sur-Barre TC,Tennis,Professional,Clay
12625,Lugo Tennis Club,Tennis,Professional,Indoor Court
12626,Port Samanthafurt Tennis Club,Tennis,Amateur,Clay
12627,Kötzting Athletic,Football,Amateur,Grass
12628,Ca' Degli Oppi FC,Football,Professional,Artificial Turf
12629,Peron Academy,Tennis,Amateur,Hard Court
12630,Port Joetown Tennis Club,Tennis,Amateur,Indoor Court
12631,Breton-sur-De Sousa TC,Tennis,Amateur,Hard Court
12632,Gerolzhofen BC,Boxing,Amateur,Ring
12633,Pozzecco BC,Boxing,Amateur,Gym Floor
12634,Lake Mitchellland Athletic,Football,Amateur,Indoor Court
12635,Dieburg Basketball Club,Basketball,Amateur,Wooden Floor
12636,Soria Gym,Boxing,Professional,Ring
12637,New Francescaside Gym,Boxing,Amateur,Gym Floor
12638,Madrid Track Club,Athletics,Professional,Indoor Track
12639,Granada BC,Basketball,Amateur,Outdoor Court
12640,Koblenz Athletic Club,Athletics,Amateur,Field
12641,Gotha Gym,Boxing,Amateur,Ring
12642,La Martella Gym,Boxing,Amateur,Ring
12643,Coleton AC,Athletics,Professional,Track
12644,New Sophie Basketball Club,Basketball,Amateur,Outdoor Court
12645,Murcia Tennis Club,Tennis,Amateur,Grass
12646,Ciudad Rovers,Football,Amateur,Artificial Turf
12647,Ueckermünde TC,Tennis,Professional,Indoor Court
12648,Villabruna Track Club,Athletics,Amateur,Indoor Track
12649,Höxter Hoops,Basketball,Amateur,Outdoor Court
12650,Rosenheim AC,Athletics,Amateur,Track
12651,Port Stewart BC,Boxing,Amateur,Gym Floor
12652,Bad Kissingen AC,Athletics,Amateur,Track
12653,Allanfort United,Football,Amateur,Grass
12654,Perretdan FC,Football,Professional,Indoor Court
12655,Castel De' Conti AC,Athletics,Amateur,Field
12656,West Charlie Tennis Club,Tennis,Amateur,Indoor Court
12657,San Romedio TC,Tennis,Professional,Indoor Court
12658,Mettmann Hoops,Basketball,Amateur,Indoor Court
12659,Sant'Eraclio United,Football,Professional,Artificial Turf
12660,Carolynbury Track Club,Athletics,Professional,Road
12661,Ashleyville Athletic,Football,Professional,Grass
12662,Barbianello TC,Tennis,Amateur,Indoor Court
12663,Joneschester Tennis Club,Tennis,Amateur,Clay
12664,West Brenda BC,Basketball,Amateur,Outdoor Court
12665,New Alexandra Hoops,Basketball,Professional,Indoor Court
12666,Cáceres Gym,Boxing,Amateur,Gym Floor
12667,Alicante Stars,Basketball,Amateur,Indoor Court
12668,Worbis FC,Football,Professional,Artificial Turf
12669,Sainte Marine Rovers,Football,Amateur,Indoor Court
12670,Oschatz Track Club,Athletics,Professional,Indoor Track
12671,North Beverleyton Tennis Club,Tennis,Amateur,Clay
12672,Sainte Corinne United,Football,Professional,Indoor Court
12673,Beregazzo Athletic Club,Athletics,Amateur,Indoor Track
12674,Legros AC,Athletics,Professional,Indoor Track
12675,Allanview BC,Basketball,Amateur,Indoor Court
12676,Pinto-sur-Ribeiro TC,Tennis,Amateur,Indoor Court
12677,West Lesley Track Club,Athletics,Amateur,Track
12678,West Holly TC,Tennis,Amateur,Indoor Court
12679,Gotha Academy,Tennis,Amateur,Clay
12680,Castellino Rovers,Football,Professional,Grass
12681,Alexandre-sur-Bertin Stars,Basketball,Amateur,Outdoor Court
12682,Portici Athletic Club,Athletics,Amateur,Field
12683,Lévêque-la-Forêt Academy,Tennis,Amateur,Indoor Court
12684,Secli' Athletic,Football,Amateur,Grass
12685,Lugo Stars,Basketball,Amateur,Indoor Court
12686,Las Palmas Tennis Club,Tennis,Amateur,Clay
12687,Olmi BC,Boxing,Amateur,Gym Floor
12688,South Marian City,Football,Amateur,Grass
12689,Germain Athletic,Football,Amateur,Artificial Turf
12690,Menard-sur-Mer TC,Tennis,Amateur,Clay
12691,Colle Santa Lucia Stars,Basketball,Amateur,Indoor Court
12692,Michelleberg Academy,Tennis,Professional,Clay
12693,Barcelona AC,Athletics,Professional,Road
12694,Ourense Athletic Club,Athletics,Amateur,Track
12695,Borken BC,Basketball,Amateur,Indoor Court
12696,Sainte GenevièveBourg Athletic Club,Athletics,Amateur,Indoor Track
12697,Marina Di Tortora City,Football,Amateur,Indoor Court
12698,Popefurt Track Club,Athletics,Amateur,Road
12699,Almería Hoops,Basketball,Amateur,Wooden Floor
12700,Saint Alfred Hoops,Basketball,Amateur,Outdoor Court
12701,Leporano Athletic,Football,Amateur,Indoor Court
12702,Sainte Guy AC,Athletics,Amateur,Field
12703,Jena Stars,Basketball,Amateur,Outdoor Court
12704,Flagogna Athletic Club,Athletics,Amateur,Road
12705,Blancnec Athletic Club,Athletics,Amateur,Field
12706,Simonfurt AC,Athletics,Amateur,Indoor Track
12707,Castellinaldo Boxing Club,Boxing,Amateur,Gym Floor
12708,Voisindan Basketball Club,Basketball,Amateur,Indoor Court
12709,Villa Di Villa Gym,Boxing,Amateur,Gym Floor
12710,Berlin Hoops,Basketball,Amateur,Outdoor Court
12711,Badajoz Athletic,Football,Professional,Indoor Court
12712,Valentindan Academy,Tennis,Amateur,Indoor Court
12713,Castellucchio BC,Boxing,Professional,Ring
12714,South Alex Academy,Tennis,Amateur,Hard Court
12715,Lake Susanberg TC,Tennis,Amateur,Clay
12716,Lake Geoffreyburgh Athletic Club,Athletics,Professional,Field
12717,Giaglione Stars,Basketball,Amateur,Indoor Court
12718,Mercier-sur-Mer Basketball Club,Basketball,Amateur,Wooden Floor
12719,Worbis Rovers,Football,Amateur,Artificial Turf
12720,Lake Gailburgh Basketball Club,Basketball,Amateur,Indoor Court
12721,Pontevedra Stars,Basketball,Professional,Indoor Court
12722,Marchandnec BC,Basketball,Amateur,Indoor Court
12723,Perrillo Academy,Tennis,Amateur,Indoor Court
12724,Bivio Santa Cecilia Track Club,Athletics,Professional,Road
12725,Podenzana Academy,Tennis,Amateur,Indoor Court
12726,Neustadtner Waldnaab Track Club,Athletics,Amateur,Indoor Track
12727,Viarolo BC,Basketball,Professional,Outdoor Court
12728,Josephdan Academy,Tennis,Amateur,Indoor Court
12729,Chevallier Basketball Club,Basketball,Amateur,Wooden Floor
12730,Huelva Boxing Club,Boxing,Amateur,Training Mat
12731,Chloeland Academy,Tennis,Amateur,Indoor Court
12732,Wendyton BC,Basketball,Amateur,Outdoor Court
12733,Port Suzannefort Hoops,Basketball,Amateur,Outdoor Court
12734,Saint Paulette Basketball Club,Basketball,Professional,Wooden Floor
12735,Bouvet AC,Athletics,Amateur,Track
12736,Frankbury BC,Basketball,Amateur,Wooden Floor
12737,Borgo Partenope Academy,Tennis,Amateur,Grass
12738,Lake Olivia Athletic,Football,Amateur,Artificial Turf
12739,Berger BC,Basketball,Amateur,Wooden Floor
12740,Appignano Gym,Boxing,Amateur,Training Mat
12741,Pasewalk AC,Athletics,Amateur,Road
12742,Alberthaven Athletic Club,Athletics,Amateur,Indoor Track
12743,Córdoba Academy,Tennis,Amateur,Hard Court
12744,Hodgsonchester FC,Football,Amateur,Grass
12745,Fitzgeraldfurt Track Club,Athletics,Amateur,Field
12746,Recklinghausen Academy,Tennis,Amateur,Clay
12747,Riofreddo Academy,Tennis,Amateur,Clay
12748,Schwabmünchen Academy,Tennis,Amateur,Clay
12749,Neubrandenburg BC,Boxing,Amateur,Ring
12750,Burgos BC,Boxing,Professional,Training Mat
12751,Pietramontecorvino Tennis Club,Tennis,Amateur,Indoor Court
12752,Rocca Di Mezzo TC,Tennis,Professional,Clay
12753,Grevenbroich Gym,Boxing,Professional,Training Mat
12754,Berger-sur-Vaillant Track Club,Athletics,Professional,Indoor Track
12755,Lake Ronald Athletic,Football,Amateur,Artificial Turf
12756,Lido Di Mortelle Boxing Club,Boxing,Professional,Gym Floor
12757,East Darren City,Football,Amateur,Artificial Turf
12758,Timothyton Gym,Boxing,Amateur,Training Mat
12759,Sorigherio Stars,Basketball,Amateur,Wooden Floor
12760,Soria Athletic,Football,Amateur,Grass
12761,Giraud Tennis Club,Tennis,Amateur,Hard Court
12762,Daniel-sur-Mercier AC,Athletics,Amateur,Road
12763,Helmstedt FC,Football,Amateur,Artificial Turf
12764,Port Annhaven Athletic Club,Athletics,Amateur,Field
12765,Stendal Stars,Basketball,Amateur,Indoor Court
12766,Robin Athletic,Football,Amateur,Grass
12767,Celle Tennis Club,Tennis,Amateur,Clay
12768,Azzano D'Asti TC,Tennis,Amateur,Grass
12769,Revere FC,Football,Amateur,Indoor Court
12770,Valduga Hoops,Basketball,Amateur,Indoor Court
12771,East Daniellestad Gym,Boxing,Amateur,Gym Floor
12772,West Laurenbury Academy,Tennis,Professional,Hard Court
12773,Daviesbury Academy,Tennis,Amateur,Grass
12774,East Adrian Stars,Basketball,Amateur,Outdoor Court
12775,Savignone Basketball Club,Basketball,Professional,Indoor Court
12776,MendèsBourg AC,Athletics,Amateur,Track
12777,Kelheim Stars,Basketball,Amateur,Indoor Court
12778,Berchtesgaden Track Club,Athletics,Amateur,Road
12779,Arenabianca TC,Tennis,Amateur,Hard Court
12780,Nichollstown Boxing Club,Boxing,Professional,Gym Floor
12781,Vitolini Athletic Club,Athletics,Amateur,Field
12782,Miltenberg FC,Football,Amateur,Indoor Court
12783,East Bruceport Academy,Tennis,Amateur,Clay
12784,Aurich Tennis Club,Tennis,Amateur,Clay
12785,Lemaîtrenec City,Football,Professional,Artificial Turf
12786,Aurich Tennis Club,Tennis,Amateur,Grass
12787,Hünfeld Academy,Tennis,Amateur,Clay
12788,Bad Kissingen Stars,Basketball,Amateur,Outdoor Court
12789,Daleburgh United,Football,Professional,Artificial Turf
12790,Fosse Athletic,Football,Professional,Indoor Court
12791,Port Damianhaven City,Football,Amateur,Artificial Turf
12792,Santa Maria Di Negrar Athletic,Football,Professional,Grass
12793,Huelva Boxing Club,Boxing,Professional,Gym Floor
12794,Viersen Hoops,Basketball,Professional,Outdoor Court
12795,Gunzenhausen Academy,Tennis,Professional,Grass
12796,South Sian Gym,Boxing,Amateur,Gym Floor
12797,Sant'Anna Pelago TC,Tennis,Professional,Indoor Court
12798,Guilbert Tennis Club,Tennis,Professional,Clay
12799,Saint Diane Basketball Club,Basketball,Amateur,Outdoor Court
12800,Backnang Track Club,Athletics,Professional,Road
12801,San Giacomo Degli Schiavoni Academy,Tennis,Amateur,Indoor Court
12802,Taylorbury Boxing Club,Boxing,Amateur,Training Mat
12803,Pietragalla United,Football,Amateur,Artificial Turf
12804,Garyberg AC,Athletics,Amateur,Track
12805,Burgdorf City,Football,Amateur,Grass
12806,Vetulonia FC,Football,Professional,Grass
12807,Alexandre-la-Forêt Athletic Club,Athletics,Amateur,Road
12808,Lucas-sur-Meyer Boxing Club,Boxing,Professional,Ring
12809,Casto Boxing Club,Boxing,Amateur,Training Mat
12810,Eilenburg Academy,Tennis,Amateur,Clay
12811,Asnago Di Cantu' AC,Athletics,Amateur,Indoor Track
12812,Castelfidardo BC,Basketball,Amateur,Outdoor Court
12813,Pons Boxing Club,Boxing,Amateur,Training Mat
12814,Conza Della Campania Basketball Club,Basketball,Amateur,Outdoor Court
12815,South Patriciahaven Tennis Club,Tennis,Amateur,Grass
12816,South Gordon Academy,Tennis,Amateur,Clay
12817,Santa Cruz de Tenerife Boxing Club,Boxing,Amateur,Gym Floor
12818,Justinfort BC,Basketball,Professional,Indoor Court
12819,Riou BC,Boxing,Amateur,Ring
12820,Sigmaringen Hoops,Basketball,Amateur,Indoor Court
